market,side,size,entry_price,realised_pnl,trade_pnl,funding_fees,trading_fees,exit_price,exit_type,closed_at
MON-USD,LONG,2090,0.02381,-0.126869,-0.1045,0,-0.022369,0.02376,TRADE,2025-12-12T17:30:20.792Z
PENDLE-USD,LONG,23,2.1654,-0.082197,-0.0598,0,-0.022397,2.1628,TRADE,2025-12-12T17:30:20.795Z
CRV-USD,LONG,130,0.38472,-0.077093,-0.0546,0,-0.022493,0.3843,TRADE,2025-12-12T17:30:19.962Z
WLFI-USD,LONG,350,0.14142,-0.102754,-0.0805,0,-0.022254,0.14119,TRADE,2025-12-12T17:30:20.873Z
MON-USD,LONG,2080,0.02394,-0.084792,-0.0624,0,-0.022392,0.02391,TRADE,2025-12-12T17:23:55.440Z
CRV-USD,LONG,9,0.38654,-0.131182,-0.10877,0,-0.022412,0.38569,TRADE,2025-12-12T17:23:55.440Z
PENDLE-USD,LONG,22,2.181,-0.120568,-0.099,0,-0.021568,2.1765,TRADE,2025-12-12T17:23:55.444Z
UNI-USD,LONG,9.4,5.3135,-0.147467,-0.12502,0,-0.022447,5.3002,TRADE,2025-12-12T17:23:55.435Z
AERO-USD,LONG,82,0.60997,-0.045461,-0.02296,0,-0.022501,0.60969,TRADE,2025-12-12T17:16:26.991Z
PENDLE-USD,LONG,22,2.1819,0.02459,0.0462,0,-0.02161,2.184,TRADE,2025-12-12T17:16:26.988Z
CRV-USD,LONG,129,0.38752,-0.050868,-0.02838,0,-0.022488,0.3873,TRADE,2025-12-12T17:16:27.003Z
WLFI-USD,LONG,350,0.14226,0.012588,0.035,0,-0.022412,0.14236,TRADE,2025-12-12T17:16:26.221Z
UNI-USD,LONG,9.3,5.3303,0.034411,0.05673,0,-0.022319,5.3364,TRADE,2025-12-12T17:16:26.978Z
CRV-USD,LONG,129,0.38564,0.073053,0.09546,0,-0.022407,0.38638,TRADE,2025-12-12T17:10:41.318Z
WLFI-USD,LONG,350,0.14205,-0.03287,-0.0105,0,-0.02237,0.14202,TRADE,2025-12-12T17:10:40.475Z
AERO-USD,LONG,82,0.60726,0.011206,0.03362,0,-0.022414,0.60767,TRADE,2025-12-12T17:10:41.279Z
IP-USD,LONG,26,1.8588,0.071832,0.0936,0,-0.021768,1.8624,TRADE,2025-12-12T17:10:41.312Z
AVAX-USD,LONG,3.8,13.007,0.038546,0.0608,0,-0.022254,13.023,TRADE,2025-12-12T17:10:40.483Z
UNI-USD,LONG,9.4,5.3197,-0.054454,-0.03196,0,-0.022494,5.3163,TRADE,2025-12-12T17:07:12.957Z
WLFI-USD,LONG,350,0.14193,-0.060844,-0.0385,0,-0.022344,0.14182,TRADE,2025-12-12T17:07:12.978Z
BERA-USD,LONG,70,0.7105,-0.050374,-0.028,0,-0.022374,0.7101,TRADE,2025-12-12T17:02:13.024Z
CRV-USD,LONG,109,0.38278,0.031007,0.05341,0,-0.022403,0.38319,TRADE,2025-12-12T17:02:12.267Z
UNI-USD,LONG,8.3,5.2802,-0.045678,-0.02335,0,-0.022328,5.2777,TRADE,2025-12-12T17:02:13.018Z
IP-USD,LONG,27,1.848,-0.03055,-0.0081,0,-0.02245,1.8477,TRADE,2025-12-12T17:02:12.261Z
AVAX-USD,LONG,3.8,12.933,-0.056307,-0.0342,0,-0.022107,12.924,TRADE,2025-12-12T17:02:12.265Z
ZRO-USD,LONG,35,1.4022,-0.074572,-0.0525,0,-0.022072,1.4007,TRADE,2025-12-12T16:39:46.796Z
VIRTUAL-USD,LONG,64,0.77904,0.007838,0.03028,0,-0.022442,0.77952,TRADE,2025-12-12T16:39:46.800Z
IP-USD,LONG,27,1.8327,-0.108647,-0.0864,0,-0.022247,1.8295,TRADE,2025-12-12T16:39:46.809Z
WLFI-USD,LONG,350,0.14076,0.023321,0.0455,0,-0.022179,0.14089,TRADE,2025-12-12T16:39:46.787Z
UNI-USD,LONG,9.5,5.2144,0.033747,0.05605,0,-0.022303,5.2203,TRADE,2025-12-12T16:39:46.793Z
VIRTUAL-USD,LONG,62,0.79078,-0.069391,-0.04734,0,-0.022051,0.79002,TRADE,2025-12-12T16:31:21.807Z
UNI-USD,LONG,9.3,5.2637,-0.044343,-0.02232,0,-0.022023,5.2613,TRADE,2025-12-12T16:31:21.821Z
ZRO-USD,LONG,34,1.4095,0.097409,0.119,0,-0.021591,1.413,TRADE,2025-12-12T16:31:21.807Z
IP-USD,LONG,25,1.8556,-0.053367,-0.0325,0,-0.020867,1.8543,TRADE,2025-12-12T16:31:21.807Z
AERO-USD,LONG,82,0.60071,-0.112345,-0.0902,0,-0.022145,0.59961,TRADE,2025-12-12T16:21:06.212Z
WLFI-USD,LONG,340,0.14147,-0.110024,-0.0884,0,-0.021624,0.14121,TRADE,2025-12-12T16:21:05.395Z
IP-USD,LONG,25,1.8558,-0.18334,-0.1625,0,-0.02084,1.8493,TRADE,2025-12-12T16:21:06.190Z
UNI-USD,LONG,9.4,5.2488,-0.116181,-0.094,0,-0.022181,5.2388,TRADE,2025-12-12T16:21:06.195Z
ZRO-USD,LONG,34,1.403,-0.13024,-0.1088,0,-0.02144,1.3998,TRADE,2025-12-12T16:21:06.228Z
WLFI-USD,LONG,340,0.14166,-0.035269,-0.0136,0,-0.021669,0.14162,TRADE,2025-12-12T16:16:17.758Z
UNI-USD,LONG,9.3,5.2656,-0.037842,-0.01581,0,-0.022032,5.2639,TRADE,2025-12-12T16:16:17.748Z
AERO-USD,LONG,82,0.60224,-0.07387,-0.05166,0,-0.02221,0.60161,TRADE,2025-12-12T16:16:17.747Z
IP-USD,LONG,25,1.861,-0.138409,-0.1175,0,-0.020909,1.8563,TRADE,2025-12-12T16:16:17.756Z
ZRO-USD,LONG,34,1.4055,-0.041899,-0.0204,0,-0.021499,1.4049,TRADE,2025-12-12T16:16:17.756Z
ZRO-USD,LONG,34,1.4033,-0.048664,-0.0272,0,-0.021464,1.4025,TRADE,2025-12-12T16:09:30.826Z
AERO-USD,LONG,81,0.60436,-0.040654,-0.01863,0,-0.022024,0.60413,TRADE,2025-12-12T16:09:21.789Z
IP-USD,LONG,25,1.861,-0.170902,-0.15,0,-0.020902,1.855,TRADE,2025-12-12T16:10:13.189Z
TIA-USD,LONG,87,0.5669,-0.03959,-0.0174,0,-0.02219,0.5667,TRADE,2025-12-12T16:09:18.388Z
WLFI-USD,LONG,340,0.14217,-0.07274,-0.051,0,-0.02174,0.14202,TRADE,2025-12-12T16:10:13.191Z
ZRO-USD,LONG,34,1.4031,-0.041862,-0.0204,0,-0.021462,1.4025,TRADE,2025-12-12T16:09:15.060Z
ZRO-USD,LONG,34,1.4065,0.005676,0.0272,0,-0.021524,1.4073,TRADE,2025-12-12T16:05:19.983Z
IP-USD,LONG,25,1.8556,0.024116,0.045,0,-0.020884,1.8574,TRADE,2025-12-12T16:05:16.653Z
JUP-USD,LONG,246,0.2018,-0.022338,0,0,-0.022338,0.2018,TRADE,2025-12-12T16:05:39.153Z
WLFI-USD,LONG,340,0.14187,-0.038702,-0.017,0,-0.021702,0.14182,TRADE,2025-12-12T16:05:13.312Z
AERO-USD,LONG,81,0.60177,-0.060805,-0.03888,0,-0.021925,0.60129,TRADE,2025-12-12T16:05:09.985Z
LDO-USD,LONG,85,0.5849,-0.308686,-0.2975,0,-0.011186,0.5814,TRADE,2025-12-12T15:59:08.169Z
WLFI-USD,LONG,340,0.14344,-0.248919,-0.238,0,-0.010919,0.14274,TRADE,2025-12-12T15:58:09.174Z
WLD-USD,LONG,86,0.5806,-0.707677,-0.6966,0,-0.011077,0.5725,TRADE,2025-12-12T15:58:37.080Z
TIA-USD,LONG,87,0.5715,-0.672238,-0.6612,0,-0.011038,0.5639,TRADE,2025-12-12T15:58:36.228Z
UNI-USD,LONG,9.3,5.3282,-0.887933,-0.86583,0,-0.022103,5.2351,TRADE,2025-12-12T15:58:37.076Z
AERO-USD,LONG,83,0.60289,-0.336545,-0.32536,0,-0.011185,0.59897,TRADE,2025-12-12T15:58:24.931Z
TIA-USD,LONG,87,0.5719,-0.011194,0,0,-0.011194,0.5719,TRADE,2025-12-12T15:54:20.498Z
WLD-USD,LONG,85,0.5814,-0.073226,-0.051,0,-0.022226,0.5808,TRADE,2025-12-12T15:54:20.497Z
AERO-USD,LONG,82,0.60359,-0.033749,-0.01148,0,-0.022269,0.60345,TRADE,2025-12-12T15:54:20.490Z
WLD-USD,LONG,85,0.5856,-0.124375,-0.102,0,-0.022375,0.5844,TRADE,2025-12-12T15:50:41.419Z
UNI-USD,LONG,9.2,5.3649,-0.106831,-0.08464,0,-0.022191,5.3557,TRADE,2025-12-12T15:50:41.416Z
WLFI-USD,LONG,340,0.14416,-0.076444,-0.0544,0,-0.022044,0.144,TRADE,2025-12-12T15:50:41.452Z
TIA-USD,LONG,86,0.5769,-0.168493,-0.1462,0,-0.022293,0.5752,TRADE,2025-12-12T15:50:41.423Z
AERO-USD,LONG,82,0.60688,-0.090437,-0.06806,0,-0.022377,0.60605,TRADE,2025-12-12T15:50:41.408Z
IP-USD,LONG,26,1.8988,-0.030013,-0.0078,0,-0.022213,1.8985,TRADE,2025-12-12T15:44:27.360Z
UNI-USD,LONG,9.3,5.3611,-0.030804,-0.00837,0,-0.022434,5.3602,TRADE,2025-12-12T15:44:27.358Z
WLFI-USD,LONG,340,0.14364,-0.001581,0.0204,0,-0.021981,0.1437,TRADE,2025-12-12T15:44:27.373Z
VIRTUAL-USD,LONG,62,0.80439,-0.110022,-0.0876,0,-0.022422,0.80298,TRADE,2025-12-12T15:44:27.369Z
AERO-USD,LONG,82,0.60578,-0.072361,-0.05002,0,-0.022341,0.60517,TRADE,2025-12-12T15:44:27.360Z
DOGE-USD,LONG,360,0.1381,-0.133946,-0.1116,0,-0.022346,0.13779,TRADE,2025-12-12T15:31:32.629Z
1000SHIB-USD,LONG,6000,0.008292,-0.106369,-0.084,0,-0.022369,0.008278,TRADE,2025-12-12T15:31:32.630Z
TIA-USD,LONG,86,0.5789,-0.108383,-0.086,0,-0.022383,0.5779,TRADE,2025-12-12T15:31:32.636Z
IP-USD,LONG,26,1.9077,-0.144492,-0.1222,0,-0.022292,1.903,TRADE,2025-12-12T15:31:32.629Z
AERO-USD,LONG,82,0.60955,-0.112671,-0.0902,0,-0.022471,0.60845,TRADE,2025-12-12T15:31:32.604Z
DOGE-USD,LONG,350,0.13902,-0.046389,-0.0245,0,-0.021889,0.13895,TRADE,2025-12-12T15:25:37.954Z
TIA-USD,LONG,85,0.5854,-0.115869,-0.0935,0,-0.022369,0.5843,TRADE,2025-12-12T15:25:37.959Z
VIRTUAL-USD,LONG,61,0.81996,-0.073025,-0.05053,0,-0.022495,0.81914,TRADE,2025-12-12T15:25:37.977Z
WLFI-USD,LONG,340,0.14424,-0.028866,-0.0068,0,-0.022066,0.14422,TRADE,2025-12-12T15:25:37.954Z
AERO-USD,LONG,81,0.61485,-0.143073,-0.12069,0,-0.022383,0.61336,TRADE,2025-12-12T15:25:37.932Z
VIRTUAL-USD,LONG,60,0.82695,-0.016148,0.00618,0,-0.022328,0.82706,TRADE,2025-12-12T15:20:36.457Z
WLFI-USD,LONG,340,0.14496,-0.025577,-0.0034,0,-0.022177,0.14495,TRADE,2025-12-12T15:20:36.445Z
1000SHIB-USD,LONG,5900,0.00838,-0.045843,-0.0236,0,-0.022243,0.008376,TRADE,2025-12-12T15:20:36.435Z
TIA-USD,LONG,85,0.5895,-0.05654,-0.034,0,-0.02254,0.5891,TRADE,2025-12-12T15:20:36.445Z
AERO-USD,LONG,81,0.61876,-0.041178,-0.01863,0,-0.022548,0.61853,TRADE,2025-12-12T15:20:36.465Z
VIRTUAL-USD,LONG,60,0.8303,-0.129073,-0.10668,0,-0.022393,0.82853,TRADE,2025-12-12T15:14:45.668Z
1000SHIB-USD,LONG,5900,0.00839,-0.104856,-0.0826,0,-0.022256,0.008376,TRADE,2025-12-12T15:14:45.677Z
TIA-USD,LONG,84,0.5909,-0.173501,-0.1512,0,-0.022301,0.5891,TRADE,2025-12-12T15:14:45.668Z
WLFI-USD,LONG,340,0.14523,-0.134394,-0.1122,0,-0.022194,0.1449,TRADE,2025-12-12T15:14:45.662Z
AERO-USD,LONG,80,0.62145,-0.172738,-0.1504,0,-0.022338,0.61957,TRADE,2025-12-12T15:14:45.662Z
AERO-USD,LONG,80,0.62172,-0.191142,-0.1688,0,-0.022342,0.61961,TRADE,2025-12-12T15:07:18.536Z
VIRTUAL-USD,LONG,60,0.83211,-0.288205,-0.2658,0,-0.022405,0.82768,TRADE,2025-12-12T15:07:18.543Z
WLFI-USD,LONG,340,0.14526,-0.175189,-0.153,0,-0.022189,0.14481,TRADE,2025-12-12T15:07:18.568Z
ZEC-USD,LONG,0.1,454.683,-0.24151,-0.2211,0,-0.02041,452.472,TRADE,2025-12-12T15:07:18.551Z
TIA-USD,LONG,84,0.5926,-0.425509,-0.4032,0,-0.022309,0.5878,TRADE,2025-12-12T15:07:29.900Z
OP-USD,LONG,156,0.3186,0.008829,0.0312,0,-0.022371,0.3188,TRADE,2025-12-12T14:57:30.203Z
1000SHIB-USD,LONG,5900,0.008411,-0.016431,0.0059,0,-0.022331,0.008412,TRADE,2025-12-12T14:57:30.212Z
VIRTUAL-USD,LONG,59,0.8404,0.036736,0.05906,0,-0.022324,0.84141,TRADE,2025-12-12T14:57:30.197Z
WLFI-USD,LONG,340,0.14577,0.018489,0.0408,0,-0.022311,0.14589,TRADE,2025-12-12T14:57:30.207Z
EDEN-USD,LONG,720,0.06948,0.02068,0.0432,0,-0.02252,0.06954,TRADE,2025-12-12T14:57:30.206Z
EDEN-USD,LONG,710,0.07021,-0.107612,-0.0852,0,-0.022412,0.07009,TRADE,2025-12-12T14:33:56.182Z
KAITO-USD,LONG,79,0.626,-0.093338,-0.0711,0,-0.022238,0.6251,TRADE,2025-12-12T14:33:56.199Z
WLFI-USD,LONG,340,0.14564,-0.02908,-0.0068,0,-0.02228,0.14562,TRADE,2025-12-12T14:33:56.198Z
VIRTUAL-USD,LONG,59,0.84199,-0.03801,-0.01566,0,-0.02235,0.84173,TRADE,2025-12-12T14:33:56.176Z
MNT-USD,LONG,39,1.25553,0.019687,0.04173,0,-0.022043,1.2566,TRADE,2025-12-12T14:33:56.175Z
KAITO-USD,LONG,80,0.6237,-0.062443,-0.04,0,-0.022443,0.6232,TRADE,2025-12-12T14:28:14.172Z
WLFI-USD,LONG,340,0.14547,-0.032454,-0.0102,0,-0.022254,0.14544,TRADE,2025-12-12T14:28:14.173Z
1000SHIB-USD,LONG,5900,0.008388,-0.075358,-0.0531,0,-0.022258,0.008379,TRADE,2025-12-12T14:28:14.167Z
APEX-USD,LONG,98,0.5058,-0.04386,-0.02156,0,-0.0223,0.50558,TRADE,2025-12-12T14:22:40.644Z
EDEN-USD,LONG,710,0.07041,-0.150266,-0.1278,0,-0.022466,0.07023,TRADE,2025-12-12T14:22:40.660Z
KAITO-USD,LONG,80,0.6246,-0.070474,-0.048,0,-0.022474,0.624,TRADE,2025-12-12T14:22:40.685Z
1000SHIB-USD,LONG,5900,0.008403,-0.075397,-0.0531,0,-0.022297,0.008394,TRADE,2025-12-12T14:22:40.659Z
WLFI-USD,LONG,340,0.14556,-0.012072,0.0102,0,-0.022272,0.14559,TRADE,2025-12-12T14:22:40.654Z
1000SHIB-USD,LONG,5900,0.008389,-0.045867,-0.0236,0,-0.022267,0.008385,TRADE,2025-12-12T14:18:26.298Z
WLFI-USD,LONG,340,0.14529,-0.01203,0.0102,0,-0.02223,0.14532,TRADE,2025-12-12T14:18:26.339Z
EDEN-USD,LONG,710,0.06979,-0.05069,-0.0284,0,-0.02229,0.06975,TRADE,2025-12-12T14:18:25.527Z
WLFI-USD,LONG,340,0.14515,-0.107187,-0.085,0,-0.022187,0.1449,TRADE,2025-12-12T14:11:47.074Z
KAITO-USD,LONG,80,0.6236,-0.126425,-0.104,0,-0.022425,0.6223,TRADE,2025-12-12T14:11:47.075Z
EDEN-USD,LONG,710,0.06957,-0.05062,-0.0284,0,-0.02222,0.06953,TRADE,2025-12-12T14:11:47.101Z
WLFI-USD,LONG,340,0.14572,-0.066484,-0.0442,0,-0.022284,0.14559,TRADE,2025-12-12T14:06:12.119Z
KAITO-USD,LONG,80,0.6248,-0.086478,-0.064,0,-0.022478,0.624,TRADE,2025-12-12T14:06:12.122Z
IP-USD,LONG,25,1.979,-0.072251,-0.05,0,-0.022251,1.977,TRADE,2025-12-12T14:06:12.134Z
1000SHIB-USD,LONG,5900,0.008397,-0.057686,-0.0354,0,-0.022286,0.008391,TRADE,2025-12-12T14:06:12.120Z
EDEN-USD,LONG,710,0.07006,-0.273892,-0.2627,0,-0.011192,0.06969,TRADE,2025-12-12T14:06:15.209Z
BERA-USD,LONG,67,0.739,-0.049074,-0.0268,0,-0.022274,0.7386,TRADE,2025-12-12T14:01:38.954Z
EDEN-USD,LONG,710,0.07028,-0.107635,-0.0852,0,-0.022435,0.07016,TRADE,2025-12-12T14:01:38.952Z
IP-USD,LONG,25,1.9811,-0.069776,-0.0475,0,-0.022276,1.9792,TRADE,2025-12-12T14:01:38.963Z
1000SHIB-USD,LONG,5900,0.008403,-0.051802,-0.0295,0,-0.022302,0.008398,TRADE,2025-12-12T14:01:38.964Z
IP-USD,LONG,25,1.9818,-0.024794,-0.0025,0,-0.022294,1.9817,TRADE,2025-12-12T13:54:40.174Z
KAITO-USD,LONG,79,0.6259,-0.038046,-0.0158,0,-0.022246,0.6257,TRADE,2025-12-12T13:48:52.418Z
IP-USD,LONG,25,1.9821,-0.037294,-0.015,0,-0.022294,1.9815,TRADE,2025-12-12T13:48:52.414Z
JUP-USD,LONG,233,0.2145,-0.092374,-0.0699,0,-0.022474,0.2142,TRADE,2025-12-12T13:48:51.656Z
EDEN-USD,LONG,710,0.06987,-0.015224,0.0071,0,-0.022324,0.06988,TRADE,2025-12-12T13:48:52.413Z
WLFI-USD,LONG,340,0.14583,-0.001915,0.0204,0,-0.022315,0.14589,TRADE,2025-12-12T13:48:52.427Z
EDEN-USD,LONG,710,0.06964,-0.043544,-0.0213,0,-0.022244,0.06961,TRADE,2025-12-12T13:43:26.555Z
WLFI-USD,LONG,340,0.14601,-0.035935,-0.0136,0,-0.022335,0.14597,TRADE,2025-12-12T13:33:34.473Z
JUP-USD,LONG,233,0.2146,-0.138974,-0.1165,0,-0.022474,0.2141,TRADE,2025-12-12T13:27:18.584Z
WLFI-USD,LONG,340,0.14624,-0.100556,-0.0782,0,-0.022356,0.14601,TRADE,2025-12-12T13:27:18.542Z
KAITO-USD,LONG,79,0.6288,-0.093436,-0.0711,0,-0.022336,0.6279,TRADE,2025-12-12T13:27:18.775Z
EDEN-USD,LONG,710,0.07042,-0.363221,-0.3408,0,-0.022421,0.06994,TRADE,2025-12-12T13:27:18.565Z
OP-USD,LONG,156,0.3201,-0.02247,0,0,-0.02247,0.3201,TRADE,2025-12-12T13:24:13.677Z
KAITO-USD,LONG,79,0.6283,-0.030234,-0.0079,0,-0.022334,0.6282,TRADE,2025-12-12T13:14:37.299Z
IP-USD,LONG,25,1.9962,-0.022456,0,0,-0.022456,1.9962,TRADE,2025-12-12T13:14:37.296Z
WLFI-USD,LONG,340,0.14622,-0.001975,0.0204,0,-0.022375,0.14628,TRADE,2025-12-12T13:14:37.303Z
EDEN-USD,LONG,720,0.06959,0.006247,0.0288,0,-0.022553,0.06963,TRADE,2025-12-12T13:14:37.297Z
IP-USD,LONG,25,1.9926,-0.007419,0.015,0,-0.022419,1.9932,TRADE,2025-12-12T13:08:19.344Z
EDEN-USD,LONG,720,0.06928,0.027943,0.0504,0,-0.022457,0.06935,TRADE,2025-12-12T13:08:18.583Z
WLFI-USD,LONG,340,0.14655,-0.012224,0.0102,0,-0.022424,0.14658,TRADE,2025-12-12T13:02:27.856Z
ZRO-USD,LONG,34,1.458,-0.001911,0.0204,0,-0.022311,1.4586,TRADE,2025-12-12T13:02:27.847Z
KAITO-USD,LONG,79,0.6281,0.001367,0.0237,0,-0.022333,0.6284,TRADE,2025-12-12T13:02:27.840Z
EDEN-USD,LONG,720,0.0688,-0.015092,0.0072,0,-0.022292,0.06881,TRADE,2025-12-12T13:02:27.850Z
DOGE-USD,LONG,350,0.14113,-0.022226,0,0,-0.022226,0.14113,TRADE,2025-12-12T12:56:40.688Z
OP-USD,LONG,156,0.3202,-0.053671,-0.0312,0,-0.022471,0.32,TRADE,2025-12-12T12:56:40.642Z
VIRTUAL-USD,LONG,59,0.84282,0.113883,0.13629,0,-0.022407,0.84513,TRADE,2025-12-12T12:50:54.640Z
IP-USD,LONG,25,1.9974,0.087505,0.11,0,-0.022495,2.0018,TRADE,2025-12-12T12:50:54.428Z
ZEC-USD,LONG,0.1,452.261,0.393956,0.4144,0,-0.020444,456.405,TRADE,2025-12-12T12:50:54.431Z
OP-USD,LONG,156,0.3192,0.071173,0.0936,0,-0.022427,0.3198,TRADE,2025-12-12T12:50:54.439Z
DOGE-USD,LONG,350,0.14093,0.009297,0.0315,0,-0.022203,0.14102,TRADE,2025-12-12T12:50:54.460Z
ZEC-USD,LONG,0.1,453.394,-0.054394,-0.034,0,-0.020394,453.054,TRADE,2025-12-12T12:43:12.914Z
DOGE-USD,LONG,350,0.14085,-0.043178,-0.021,0,-0.022178,0.14079,TRADE,2025-12-12T12:43:11.917Z
ZEC-USD,LONG,0.1,454.26,-0.02374,-0.0033,0,-0.02044,454.227,TRADE,2025-12-12T12:29:37.020Z
OP-USD,LONG,157,0.3176,-0.038134,-0.0157,0,-0.022434,0.3175,TRADE,2025-12-12T12:29:36.781Z
DOGE-USD,LONG,350,0.14198,0.044125,0.0665,0,-0.022375,0.14217,TRADE,2025-12-11T21:45:01.211Z
WLD-USD,LONG,83,0.5982,0.010851,0.0332,0,-0.022349,0.5986,TRADE,2025-12-11T21:45:01.446Z
POPCAT-USD,LONG,487,0.10245,0.035747,0.05821,0,-0.022463,0.10257,TRADE,2025-12-11T21:45:01.220Z
SEI-USD,LONG,370,0.13261,0.0741,0.0962,0,-0.0221,0.13287,TRADE,2025-12-11T21:40:35.618Z
1000SHIB-USD,LONG,5800,0.008557,0.024057,0.0464,0,-0.022343,0.008565,TRADE,2025-12-11T21:40:35.614Z
DOGE-USD,LONG,350,0.1417,0.058166,0.0805,0,-0.022334,0.14193,TRADE,2025-12-11T21:40:35.611Z
TIA-USD,LONG,84,0.5959,0.053059,0.0756,0,-0.022541,0.5968,TRADE,2025-12-11T21:40:35.819Z
POPCAT-USD,LONG,488,0.10225,0.089761,0.11224,0,-0.022479,0.10248,TRADE,2025-12-11T21:40:35.611Z
DOGE-USD,LONG,350,0.14198,-0.060852,-0.0385,0,-0.022352,0.14187,TRADE,2025-12-11T21:36:18.677Z
POPCAT-USD,LONG,488,0.10247,-0.061533,-0.03904,0,-0.022493,0.10239,TRADE,2025-12-11T21:36:19.434Z
TIA-USD,LONG,83,0.5998,-0.055594,-0.0332,0,-0.022394,0.5994,TRADE,2025-12-11T21:36:19.664Z
1000SHIB-USD,LONG,5800,0.008565,-0.074542,-0.0522,0,-0.022342,0.008556,TRADE,2025-12-11T21:36:18.677Z
SEI-USD,LONG,370,0.13288,-0.029522,-0.0074,0,-0.022122,0.13286,TRADE,2025-12-11T21:36:19.433Z
DOGE-USD,LONG,350,0.14217,-0.085376,-0.063,0,-0.022376,0.14199,TRADE,2025-12-11T21:30:18.051Z
1000SHIB-USD,LONG,5800,0.008577,-0.068774,-0.0464,0,-0.022374,0.008569,TRADE,2025-12-11T21:30:18.033Z
SEI-USD,LONG,370,0.1332,-0.025876,-0.0037,0,-0.022176,0.13319,TRADE,2025-12-11T21:30:17.207Z
POPCAT-USD,LONG,490,0.10194,0.331023,0.35358,0,-0.022557,0.10267,TRADE,2025-12-11T21:30:18.398Z
POPCAT-USD,LONG,489,0.10193,-0.081095,-0.05868,0,-0.022415,0.10181,TRADE,2025-12-11T21:26:10.337Z
DOGE-USD,LONG,350,0.14121,-0.015241,0.007,0,-0.022241,0.14123,TRADE,2025-12-11T21:22:19.168Z
SEI-USD,LONG,370,0.13208,-0.051584,-0.0296,0,-0.021984,0.132,TRADE,2025-12-11T21:22:18.888Z
POPCAT-USD,LONG,490,0.10194,0.006917,0.0294,0,-0.022483,0.102,TRADE,2025-12-11T21:22:18.142Z
DOGE-USD,LONG,350,0.14196,-0.071347,-0.049,0,-0.022347,0.14182,TRADE,2025-12-11T21:18:25.473Z
EDEN-USD,LONG,710,0.06975,-0.150055,-0.1278,0,-0.022255,0.06957,TRADE,2025-12-11T21:18:24.972Z
SEI-USD,LONG,370,0.13272,-0.110876,-0.0888,0,-0.022076,0.13248,TRADE,2025-12-11T21:18:25.473Z
1000SHIB-USD,LONG,5800,0.008561,-0.103525,-0.0812,0,-0.022325,0.008547,TRADE,2025-12-11T21:18:25.490Z
POPCAT-USD,LONG,486,0.10272,-0.053397,-0.03094,0,-0.022457,0.10266,TRADE,2025-12-11T21:18:25.688Z
DOGE-USD,LONG,350,0.14078,-0.046666,-0.0245,0,-0.022166,0.14071,TRADE,2025-12-11T21:13:46.526Z
1000SHIB-USD,LONG,5800,0.008493,-0.00477,0.0174,0,-0.02217,0.008496,TRADE,2025-12-11T21:13:45.535Z
SEI-USD,LONG,370,0.13184,-0.029349,-0.0074,0,-0.021949,0.13182,TRADE,2025-12-11T21:13:46.346Z
POPCAT-USD,LONG,490,0.10173,0.050854,0.0733,0,-0.022446,0.10188,TRADE,2025-12-11T21:13:45.535Z
SEI-USD,LONG,380,0.13148,-0.235234,-0.2128,0,-0.022434,0.13092,TRADE,2025-12-11T21:08:55.518Z
DOGE-USD,LONG,350,0.14076,-0.130644,-0.1085,0,-0.022144,0.14045,TRADE,2025-12-11T21:08:56.303Z
1000SHIB-USD,LONG,5900,0.008474,-0.087383,-0.0649,0,-0.022483,0.008463,TRADE,2025-12-11T21:08:56.487Z
POPCAT-USD,LONG,493,0.10176,-0.174762,-0.15222,0,-0.022542,0.10146,TRADE,2025-12-11T21:08:56.308Z
DOGE-USD,LONG,350,0.14022,-0.008087,0.014,0,-0.022087,0.14026,TRADE,2025-12-11T21:01:54.384Z
1000SHIB-USD,LONG,5900,0.008456,-0.034247,-0.0118,0,-0.022447,0.008454,TRADE,2025-12-11T21:01:55.324Z
EDEN-USD,LONG,720,0.06888,-0.058308,-0.036,0,-0.022308,0.06883,TRADE,2025-12-11T21:01:55.163Z
SEI-USD,LONG,380,0.13121,-0.030034,-0.0076,0,-0.022434,0.13119,TRADE,2025-12-11T21:01:55.158Z
POPCAT-USD,LONG,495,0.10115,0.091294,0.11385,0,-0.022556,0.10138,TRADE,2025-12-11T21:01:55.174Z
EDEN-USD,LONG,730,0.06829,-0.044327,-0.0219,0,-0.022427,0.06826,TRADE,2025-12-11T20:49:36.916Z
POPCAT-USD,LONG,499,0.0999,-0.001588,0.02085,0,-0.022438,0.09995,TRADE,2025-12-11T20:39:53.699Z
SEI-USD,LONG,380,0.12987,-0.086792,-0.0646,0,-0.022192,0.1297,TRADE,2025-12-11T20:16:24.668Z
UNI-USD,LONG,9.1,5.4467,-0.029582,-0.00728,0,-0.022302,5.4459,TRADE,2025-12-11T20:16:24.878Z
DOGE-USD,LONG,240,0.13929,-0.032435,-0.0105,0,-0.021935,0.13926,TRADE,2025-12-11T20:16:24.674Z
1000SHIB-USD,LONG,5900,0.008405,-0.051808,-0.0295,0,-0.022308,0.0084,TRADE,2025-12-11T20:16:24.696Z
POPCAT-USD,LONG,499,0.10013,-0.067383,-0.04491,0,-0.022473,0.10004,TRADE,2025-12-11T20:16:24.676Z
SEI-USD,LONG,380,0.13005,-0.193199,-0.171,0,-0.022199,0.1296,TRADE,2025-12-11T20:12:44.137Z
