market,side,price,qty,total_value,fee,trade_type,time
CRV-USD,SELL,0.4049500000000000,19.0000000000000000,7.694050,0.0017310000000000,TRADE,2025-12-13T15:19:15.178Z
CRV-USD,SELL,0.4051900000000000,100.0000000000000000,40.519000,0.0091160000000000,TRADE,2025-12-13T15:19:15.178Z
CRV-USD,SELL,0.4052300000000000,78.0000000000000000,31.607940,0.0071110000000000,TRADE,2025-12-13T15:19:15.178Z
CRV-USD,BUY,0.4054000000000000,126.0000000000000000,51.080400,0.0114930000000000,TRADE,2025-12-13T15:18:20.704Z
CRV-USD,BUY,0.4053900000000000,71.0000000000000000,28.782690,0.0064760000000000,TRADE,2025-12-13T15:18:20.704Z
PENDLE-USD,SELL,2.1615000000000000,37.0000000000000000,79.975500,0.0179940000000000,TRADE,2025-12-13T15:00:49.334Z
CRV-USD,SELL,0.4034000000000000,198.0000000000000000,79.873200,0.0179710000000000,TRADE,2025-12-13T15:00:48.543Z
PENDLE-USD,BUY,2.1623000000000000,20.0000000000000000,43.246000,0.0097300000000000,TRADE,2025-12-13T15:00:39.728Z
PENDLE-USD,BUY,2.1618000000000000,17.0000000000000000,36.750600,0.0082680000000000,TRADE,2025-12-13T15:00:39.728Z
CRV-USD,BUY,0.4035500000000000,198.0000000000000000,79.902900,0.0179780000000000,TRADE,2025-12-13T15:00:26.989Z
TIA-USD,SELL,0.5783000000000000,138.0000000000000000,79.805400,0.0179560000000000,TRADE,2025-12-13T14:32:56.619Z
TIA-USD,BUY,0.5787000000000000,138.0000000000000000,79.860600,0.0179680000000000,TRADE,2025-12-13T14:32:51.124Z
TIA-USD,SELL,0.5781000000000000,127.0000000000000000,73.418700,0.0165190000000000,TRADE,2025-12-13T14:25:56.729Z
TIA-USD,SELL,0.5786000000000000,11.0000000000000000,6.364600,0.0014320000000000,TRADE,2025-12-13T14:25:56.729Z
AVNT-USD,SELL,0.2907000000000000,274.0000000000000000,79.651800,0.0179210000000000,TRADE,2025-12-13T14:25:56.675Z
TIA-USD,BUY,0.5789000000000000,138.0000000000000000,79.888200,0.0179740000000000,TRADE,2025-12-13T14:25:23.061Z
AVNT-USD,BUY,0.2914000000000000,274.0000000000000000,79.843600,0.0179640000000000,TRADE,2025-12-13T14:24:52.640Z
TIA-USD,SELL,0.5790000000000000,138.0000000000000000,79.902000,0.0179770000000000,TRADE,2025-12-13T14:20:54.551Z
KAITO-USD,SELL,0.6071000000000000,131.0000000000000000,79.530100,0.0178940000000000,TRADE,2025-12-13T14:20:54.550Z
TIA-USD,BUY,0.5796000000000000,138.0000000000000000,79.984800,0.0179960000000000,TRADE,2025-12-13T14:20:35.457Z
KAITO-USD,BUY,0.6076000000000000,131.0000000000000000,79.595600,0.0179090000000000,TRADE,2025-12-13T14:19:56.051Z
TIA-USD,SELL,0.5778000000000000,138.0000000000000000,79.736400,0.0179400000000000,TRADE,2025-12-13T14:07:15.478Z
KAITO-USD,SELL,0.6077000000000000,131.0000000000000000,79.608700,0.0179110000000000,TRADE,2025-12-13T14:07:15.468Z
CRV-USD,SELL,0.4011600000000000,199.0000000000000000,79.830840,0.0179610000000000,TRADE,2025-12-13T14:07:15.464Z
KAITO-USD,BUY,0.6082000000000000,131.0000000000000000,79.674200,0.0179260000000000,TRADE,2025-12-13T14:06:17.379Z
CRV-USD,BUY,0.4015500000000000,199.0000000000000000,79.908450,0.0179790000000000,TRADE,2025-12-13T14:06:04.062Z
TIA-USD,BUY,0.5797000000000000,138.0000000000000000,79.998600,0.0179990000000000,TRADE,2025-12-13T14:05:57.045Z
CRV-USD,SELL,0.4011200000000000,199.0000000000000000,79.822880,0.0179600000000000,TRADE,2025-12-13T14:01:41.387Z
AVNT-USD,SELL,0.2906000000000000,275.0000000000000000,79.915000,0.0179800000000000,TRADE,2025-12-13T14:01:41.379Z
TIA-USD,SELL,0.5788000000000000,138.0000000000000000,79.874400,0.0179710000000000,TRADE,2025-12-13T14:01:41.379Z
TIA-USD,BUY,0.5790000000000000,138.0000000000000000,79.902000,0.0179770000000000,TRADE,2025-12-13T14:01:08.597Z
CRV-USD,BUY,0.4012900000000000,199.0000000000000000,79.856710,0.0179670000000000,TRADE,2025-12-13T14:01:04.598Z
AVNT-USD,BUY,0.2906000000000000,275.0000000000000000,79.915000,0.0179800000000000,TRADE,2025-12-13T14:00:37.460Z
ENA-USD,SELL,0.2470200000000000,320.0000000000000000,79.046400,0.0177850000000000,TRADE,2025-12-13T13:53:09.602Z
TIA-USD,SELL,0.5788000000000000,138.0000000000000000,79.874400,0.0179710000000000,TRADE,2025-12-13T13:53:09.600Z
TIA-USD,BUY,0.5791000000000000,138.0000000000000000,79.915800,0.0179810000000000,TRADE,2025-12-13T13:52:10.141Z
ENA-USD,BUY,0.2471100000000000,320.0000000000000000,79.075200,0.0177910000000000,TRADE,2025-12-13T13:52:09.283Z
CRV-USD,SELL,0.4011300000000000,142.0000000000000000,56.960460,0.0128160000000000,TRADE,2025-12-13T13:46:57.816Z
CRV-USD,SELL,0.4011400000000000,57.0000000000000000,22.864980,0.0051440000000000,TRADE,2025-12-13T13:46:57.816Z
ENA-USD,SELL,0.2466500000000000,320.0000000000000000,78.928000,0.0177580000000000,TRADE,2025-12-13T13:46:57.803Z
CRV-USD,BUY,0.4014000000000000,199.0000000000000000,79.878600,0.0179720000000000,TRADE,2025-12-13T13:45:15.575Z
ENA-USD,BUY,0.2469200000000000,320.0000000000000000,79.014400,0.0177780000000000,TRADE,2025-12-13T13:45:10.964Z
ENA-USD,SELL,0.2467900000000000,320.0000000000000000,78.972800,0.0177680000000000,TRADE,2025-12-13T13:44:17.110Z
ENA-USD,BUY,0.2469600000000000,320.0000000000000000,79.027200,0.0177810000000000,TRADE,2025-12-13T13:43:13.474Z
CRV-USD,SELL,0.4020500000000000,198.0000000000000000,79.605900,0.0179110000000000,TRADE,2025-12-13T13:26:16.951Z
ZRO-USD,SELL,1.5165000000000000,52.0000000000000000,78.858000,0.0177430000000000,TRADE,2025-12-13T13:26:16.942Z
ENA-USD,SELL,0.2476300000000000,320.0000000000000000,79.241600,0.0178290000000000,TRADE,2025-12-13T13:26:16.937Z
CRV-USD,BUY,0.4022700000000000,178.0000000000000000,71.604060,0.0161100000000000,TRADE,2025-12-13T13:25:40.864Z
CRV-USD,BUY,0.4021500000000000,20.0000000000000000,8.043000,0.0018090000000000,TRADE,2025-12-13T13:25:40.864Z
ZRO-USD,BUY,1.5174000000000000,52.0000000000000000,78.904800,0.0177530000000000,TRADE,2025-12-13T13:25:27.158Z
ENA-USD,BUY,0.2475900000000000,320.0000000000000000,79.228800,0.0178260000000000,TRADE,2025-12-13T13:25:15.101Z
ENA-USD,SELL,0.2471900000000000,320.0000000000000000,79.100800,0.0177970000000000,TRADE,2025-12-13T13:14:31.808Z
EIGEN-USD,SELL,0.4495000000000000,178.0000000000000000,80.011000,0.0180020000000000,TRADE,2025-12-13T13:14:31.806Z
KAITO-USD,SELL,0.6082000000000000,131.0000000000000000,79.674200,0.0179260000000000,TRADE,2025-12-13T13:14:31.804Z
KAITO-USD,BUY,0.6085000000000000,131.0000000000000000,79.713500,0.0179350000000000,TRADE,2025-12-13T13:14:15.274Z
EIGEN-USD,BUY,0.4498000000000000,178.0000000000000000,80.064400,0.0180140000000000,TRADE,2025-12-13T13:14:02.546Z
ENA-USD,BUY,0.2470800000000000,320.0000000000000000,79.065600,0.0177890000000000,TRADE,2025-12-13T13:13:38.469Z
ENA-USD,SELL,0.2473700000000000,320.0000000000000000,79.158400,0.0178100000000000,TRADE,2025-12-13T13:08:34.689Z
ZRO-USD,SELL,1.4817000000000000,54.0000000000000000,80.011800,0.0180020000000000,TRADE,2025-12-13T13:08:34.684Z
ZRO-USD,BUY,1.4820000000000000,54.0000000000000000,80.028000,0.0180060000000000,TRADE,2025-12-13T13:07:57.013Z
ENA-USD,BUY,0.2478000000000000,320.0000000000000000,79.296000,0.0178410000000000,TRADE,2025-12-13T13:07:36.586Z
WLFI-USD,SELL,0.1428600000000000,550.0000000000000000,78.573000,0.0176780000000000,TRADE,2025-12-13T12:59:24.077Z
TRX-USD,SELL,0.2717000000000000,290.0000000000000000,78.793000,0.0177280000000000,TRADE,2025-12-13T12:59:24.062Z
TRX-USD,BUY,0.2719900000000000,290.0000000000000000,78.877100,0.0177470000000000,TRADE,2025-12-13T12:57:25.599Z
WLFI-USD,BUY,0.1428500000000000,550.0000000000000000,78.567500,0.0176770000000000,TRADE,2025-12-13T12:57:17.164Z
TRX-USD,SELL,0.2716200000000000,290.0000000000000000,78.769800,0.0177230000000000,TRADE,2025-12-13T12:52:10.223Z
WLFI-USD,SELL,0.1427300000000000,560.0000000000000000,79.928800,0.0179830000000000,TRADE,2025-12-13T12:52:10.197Z
WLFI-USD,BUY,0.1427100000000000,340.0000000000000000,48.521400,0.0109170000000000,TRADE,2025-12-13T12:49:27.039Z
WLFI-USD,BUY,0.1426800000000000,220.0000000000000000,31.389600,0.0070620000000000,TRADE,2025-12-13T12:49:27.039Z
TRX-USD,BUY,0.2717500000000000,290.0000000000000000,78.807500,0.0177310000000000,TRADE,2025-12-13T12:49:10.715Z
EDEN-USD,SELL,0.0671500000000000,1190.0000000000000000,79.908500,0.0179790000000000,TRADE,2025-12-13T12:13:43.438Z
TRX-USD,SELL,0.2718500000000000,290.0000000000000000,78.836500,0.0177380000000000,TRADE,2025-12-13T12:13:43.435Z
TIA-USD,SELL,0.5847000000000000,137.0000000000000000,80.103900,0.0180230000000000,TRADE,2025-12-13T12:13:43.422Z
EDEN-USD,BUY,0.0670500000000000,1190.0000000000000000,79.789500,0.0179520000000000,TRADE,2025-12-13T12:06:02.283Z
TRX-USD,BUY,0.2720700000000000,90.0000000000000000,24.486300,0.0055090000000000,TRADE,2025-12-13T12:05:49.327Z
TRX-USD,BUY,0.2720400000000000,200.0000000000000000,54.408000,0.0122410000000000,TRADE,2025-12-13T12:05:49.327Z
TIA-USD,BUY,0.5842000000000000,137.0000000000000000,80.035400,0.0180070000000000,TRADE,2025-12-13T12:05:10.564Z
TRX-USD,SELL,0.2718600000000000,290.0000000000000000,78.839400,0.0177380000000000,TRADE,2025-12-13T11:59:46.886Z
TRX-USD,BUY,0.2720000000000000,290.0000000000000000,78.880000,0.0177480000000000,TRADE,2025-12-13T11:58:27.277Z
TRX-USD,SELL,0.2720700000000000,140.0000000000000000,38.089800,0.0085700000000000,TRADE,2025-12-13T11:35:04.144Z
APEX-USD,SELL,0.5194700000000000,77.0000000000000000,39.999190,0.0089990000000000,TRADE,2025-12-13T11:35:04.135Z
TRX-USD,BUY,0.2722200000000000,140.0000000000000000,38.110800,0.0085740000000000,TRADE,2025-12-13T11:34:02.580Z
APEX-USD,BUY,0.5188500000000000,77.0000000000000000,39.951450,0.0089890000000000,TRADE,2025-12-13T11:33:32.862Z
EDEN-USD,SELL,0.0665200000000000,600.0000000000000000,39.912000,0.0089800000000000,TRADE,2025-12-13T11:26:21.914Z
AVNT-USD,SELL,0.2871000000000000,139.0000000000000000,39.906900,0.0089790000000000,TRADE,2025-12-13T11:26:21.909Z
EDEN-USD,BUY,0.0665000000000000,600.0000000000000000,39.900000,0.0089770000000000,TRADE,2025-12-13T11:25:26.254Z
AVNT-USD,BUY,0.2872000000000000,139.0000000000000000,39.920800,0.0089820000000000,TRADE,2025-12-13T11:25:20.422Z
CRV-USD,SELL,0.4002000000000000,99.0000000000000000,39.619800,0.0089140000000000,TRADE,2025-12-13T11:20:38.499Z
CRV-USD,BUY,0.4004000000000000,99.0000000000000000,39.639600,0.0089180000000000,TRADE,2025-12-13T11:19:45.588Z
TIA-USD,SELL,0.5826000000000000,68.0000000000000000,39.616800,0.0089130000000000,TRADE,2025-12-13T11:10:58.039Z
CRV-USD,SELL,0.4002000000000000,99.0000000000000000,39.619800,0.0089140000000000,TRADE,2025-12-13T11:10:58.016Z
TRX-USD,SELL,0.2723600000000000,140.0000000000000000,38.130400,0.0085790000000000,TRADE,2025-12-13T11:10:58.016Z
TRUMP-USD,SELL,5.5700000000000000,7.0000000000000000,38.990000,0.0087720000000000,TRADE,2025-12-13T11:10:58.005Z
SEI-USD,SELL,0.1299100000000000,300.0000000000000000,38.973000,0.0087680000000000,TRADE,2025-12-13T11:10:57.999Z
TRX-USD,BUY,0.2725100000000000,140.0000000000000000,38.151400,0.0085840000000000,TRADE,2025-12-13T11:10:33.443Z
TIA-USD,BUY,0.5829000000000000,68.0000000000000000,39.637200,0.0089180000000000,TRADE,2025-12-13T11:10:09.965Z
CRV-USD,BUY,0.4005500000000000,99.0000000000000000,39.654450,0.0089220000000000,TRADE,2025-12-13T11:10:06.185Z
TRUMP-USD,BUY,5.5730000000000000,5.0000000000000000,27.865000,0.0062690000000000,TRADE,2025-12-13T11:10:05.299Z
TRUMP-USD,BUY,5.5710000000000000,2.0000000000000000,11.142000,0.0025060000000000,TRADE,2025-12-13T11:10:05.299Z
SEI-USD,BUY,0.1299600000000000,300.0000000000000000,38.988000,0.0087720000000000,TRADE,2025-12-13T11:10:04.441Z
PENDLE-USD,SELL,2.1746000000000000,18.0000000000000000,39.142800,0.0088070000000000,TRADE,2025-12-13T10:57:49.963Z
TIA-USD,SELL,0.5833000000000000,68.0000000000000000,39.664400,0.0089240000000000,TRADE,2025-12-13T10:57:49.961Z
AVNT-USD,SELL,0.2865000000000000,139.0000000000000000,39.823500,0.0089600000000000,TRADE,2025-12-13T10:57:49.199Z
AVNT-USD,BUY,0.2867000000000000,139.0000000000000000,39.851300,0.0089660000000000,TRADE,2025-12-13T10:57:44.110Z
PENDLE-USD,BUY,2.1750000000000000,18.0000000000000000,39.150000,0.0088080000000000,TRADE,2025-12-13T10:57:33.785Z
TIA-USD,BUY,0.5838000000000000,68.0000000000000000,39.698400,0.0089320000000000,TRADE,2025-12-13T10:57:05.690Z
TRX-USD,SELL,0.2722900000000000,100.0000000000000000,27.229000,0.0061260000000000,TRADE,2025-12-13T10:35:20.546Z
TIA-USD,SELL,0.5845000000000000,42.0000000000000000,24.549000,0.0055230000000000,TRADE,2025-12-13T10:35:19.772Z
TIA-USD,BUY,0.5844000000000000,42.0000000000000000,24.544800,0.0055220000000000,TRADE,2025-12-13T10:35:07.357Z
TRX-USD,BUY,0.2723300000000000,100.0000000000000000,27.233000,0.0061270000000000,TRADE,2025-12-13T10:34:47.016Z
TIA-USD,SELL,0.5817000000000000,42.0000000000000000,24.431400,0.0054970000000000,TRADE,2025-12-13T10:01:27.825Z
PENDLE-USD,SELL,2.1621000000000000,11.0000000000000000,23.783100,0.0053510000000000,TRADE,2025-12-13T10:01:26.934Z
TIA-USD,BUY,0.5821000000000000,42.0000000000000000,24.448200,0.0055000000000000,TRADE,2025-12-13T10:01:22.768Z
PENDLE-USD,BUY,2.1627000000000000,11.0000000000000000,23.789700,0.0053520000000000,TRADE,2025-12-13T10:01:08.221Z
TRX-USD,SELL,0.2726700000000000,100.0000000000000000,27.267000,0.0061350000000000,TRADE,2025-12-13T09:55:02.173Z
TRX-USD,BUY,0.2729400000000000,100.0000000000000000,27.294000,0.0061410000000000,TRADE,2025-12-13T09:53:56.337Z
TRX-USD,SELL,0.2729100000000000,100.0000000000000000,27.291000,0.0061400000000000,TRADE,2025-12-13T09:38:09.491Z
CRV-USD,SELL,0.4001500000000000,62.0000000000000000,24.809300,0.0055820000000000,TRADE,2025-12-13T09:38:09.491Z
LINEA-USD,SELL,0.0076300000000000,3200.0000000000000000,24.416000,0.0054930000000000,TRADE,2025-12-13T09:38:09.491Z
TIA-USD,SELL,0.5841000000000000,42.0000000000000000,24.532200,0.0055190000000000,TRADE,2025-12-13T09:38:09.479Z
EIGEN-USD,SELL,0.4515000000000000,55.0000000000000000,24.832500,0.0055870000000000,TRADE,2025-12-13T09:38:08.689Z
EIGEN-USD,BUY,0.4519000000000000,55.0000000000000000,24.854500,0.0055920000000000,TRADE,2025-12-13T09:37:55.245Z
TIA-USD,BUY,0.5842000000000000,42.0000000000000000,24.536400,0.0055200000000000,TRADE,2025-12-13T09:37:51.092Z
TRX-USD,BUY,0.2729700000000000,100.0000000000000000,27.297000,0.0061410000000000,TRADE,2025-12-13T09:37:42.328Z
LINEA-USD,BUY,0.0076320000000000,3200.0000000000000000,24.422400,0.0054950000000000,TRADE,2025-12-13T09:37:27.846Z
CRV-USD,BUY,0.3994500000000000,41.0000000000000000,16.377450,0.0036840000000000,TRADE,2025-12-13T09:37:27.773Z
CRV-USD,BUY,0.3993900000000000,21.0000000000000000,8.387190,0.0018870000000000,TRADE,2025-12-13T09:37:27.773Z
TIA-USD,SELL,0.5842000000000000,85.0000000000000000,49.657000,0.0111720000000000,TRADE,2025-12-13T09:19:47.021Z
TIA-USD,BUY,0.5846000000000000,85.0000000000000000,49.691000,0.0111800000000000,TRADE,2025-12-13T09:19:24.244Z
TAO-USD,SELL,293.4700000000000000,0.1700000000000000,49.889900,0.0112250000000000,TRADE,2025-12-13T00:44:33.014Z
ZRO-USD,SELL,1.4736000000000000,34.0000000000000000,50.102400,0.0112730000000000,TRADE,2025-12-13T00:44:33.014Z
ONDO-USD,SELL,0.4585000000000000,108.0000000000000000,49.518000,0.0111410000000000,TRADE,2025-12-13T00:44:33.014Z
EDEN-USD,SELL,0.0658500000000000,750.0000000000000000,49.387500,0.0111120000000000,TRADE,2025-12-13T00:44:32.992Z
JUP-USD,SELL,0.2009000000000000,248.0000000000000000,49.823200,0.0112100000000000,TRADE,2025-12-13T00:44:32.206Z
JUP-USD,BUY,0.2012000000000000,248.0000000000000000,49.897600,0.0112260000000000,TRADE,2025-12-13T00:44:18.455Z
EDEN-USD,BUY,0.0659200000000000,750.0000000000000000,49.440000,0.0111240000000000,TRADE,2025-12-13T00:44:16.142Z
TAO-USD,BUY,293.6500000000000000,0.1700000000000000,49.920500,0.0112320000000000,TRADE,2025-12-13T00:44:07.143Z
ZRO-USD,BUY,1.4682000000000000,34.0000000000000000,49.918800,0.0112310000000000,TRADE,2025-12-13T00:44:03.771Z
ONDO-USD,BUY,0.4590000000000000,42.0000000000000000,19.278000,0.0043370000000000,TRADE,2025-12-13T00:43:43.508Z
ONDO-USD,BUY,0.4590000000000000,66.0000000000000000,30.294000,0.0068160000000000,TRADE,2025-12-13T00:43:43.508Z
TAO-USD,SELL,293.2000000000000000,0.1700000000000000,49.844000,0.0112140000000000,TRADE,2025-12-13T00:38:43.965Z
ONDO-USD,SELL,0.4587000000000000,108.0000000000000000,49.539600,0.0111460000000000,TRADE,2025-12-13T00:38:43.964Z
AERO-USD,SELL,0.6111500000000000,81.0000000000000000,49.503150,0.0111380000000000,TRADE,2025-12-13T00:38:43.961Z
AERO-USD,BUY,0.6118500000000000,81.0000000000000000,49.559850,0.0111500000000000,TRADE,2025-12-13T00:38:08.657Z
ONDO-USD,BUY,0.4592000000000000,108.0000000000000000,49.593600,0.0111580000000000,TRADE,2025-12-13T00:36:58.933Z
TAO-USD,BUY,293.1300000000000000,0.1700000000000000,49.832100,0.0112120000000000,TRADE,2025-12-13T00:36:52.079Z
ONDO-USD,SELL,0.4581000000000000,109.0000000000000000,49.932900,0.0112340000000000,TRADE,2025-12-13T00:30:23.204Z
ZRO-USD,SELL,1.4886000000000000,33.0000000000000000,49.123800,0.0110520000000000,TRADE,2025-12-13T00:30:23.170Z
SUI-USD,SELL,1.5620000000000000,32.0000000000000000,49.984000,0.0112460000000000,TRADE,2025-12-13T00:30:23.165Z
LINEA-USD,SELL,0.0076080000000000,6500.0000000000000000,49.452000,0.0111260000000000,TRADE,2025-12-13T00:30:23.164Z
ONDO-USD,BUY,0.4583000000000000,109.0000000000000000,49.954700,0.0112390000000000,TRADE,2025-12-13T00:30:04.037Z
LINEA-USD,BUY,0.0076100000000000,6500.0000000000000000,49.465000,0.0111290000000000,TRADE,2025-12-13T00:29:11.827Z
ZRO-USD,BUY,1.4877000000000000,33.0000000000000000,49.094100,0.0110460000000000,TRADE,2025-12-13T00:29:05.354Z
SUI-USD,BUY,1.5624000000000000,32.0000000000000000,49.996800,0.0112490000000000,TRADE,2025-12-13T00:29:04.293Z
ZRO-USD,SELL,1.4608000000000000,34.0000000000000000,49.667200,0.0111750000000000,TRADE,2025-12-13T00:19:29.660Z
ONDO-USD,SELL,0.4591000000000000,108.0000000000000000,49.582800,0.0111560000000000,TRADE,2025-12-13T00:19:29.629Z
SUI-USD,SELL,1.5632000000000000,32.0000000000000000,50.022400,0.0112550000000000,TRADE,2025-12-13T00:19:29.624Z
SUI-USD,BUY,1.5632000000000000,32.0000000000000000,50.022400,0.0112550000000000,TRADE,2025-12-13T00:19:13.319Z
ZRO-USD,BUY,1.4607000000000000,34.0000000000000000,49.663800,0.0111740000000000,TRADE,2025-12-13T00:19:11.448Z
ONDO-USD,BUY,0.4592000000000000,108.0000000000000000,49.593600,0.0111580000000000,TRADE,2025-12-13T00:19:10.010Z
KAITO-USD,SELL,0.6154000000000000,80.0000000000000000,49.232000,0.0110770000000000,TRADE,2025-12-13T00:12:42.756Z
EDEN-USD,SELL,0.0660300000000000,750.0000000000000000,49.522500,0.0111420000000000,TRADE,2025-12-13T00:12:42.755Z
SUI-USD,SELL,1.5634000000000000,31.0000000000000000,48.465400,0.0109040000000000,TRADE,2025-12-13T00:12:42.754Z
ONDO-USD,SELL,0.4594000000000000,108.0000000000000000,49.615200,0.0111630000000000,TRADE,2025-12-13T00:12:42.750Z
ZRO-USD,SELL,1.4656000000000000,34.0000000000000000,49.830400,0.0112110000000000,TRADE,2025-12-13T00:12:42.737Z
EDEN-USD,BUY,0.0660800000000000,750.0000000000000000,49.560000,0.0111510000000000,TRADE,2025-12-13T00:12:09.531Z
ONDO-USD,BUY,0.4596000000000000,108.0000000000000000,49.636800,0.0111680000000000,TRADE,2025-12-13T00:11:58.498Z
KAITO-USD,BUY,0.6139000000000000,80.0000000000000000,49.112000,0.0110500000000000,TRADE,2025-12-13T00:11:58.359Z
ZRO-USD,BUY,1.4661000000000000,34.0000000000000000,49.847400,0.0112150000000000,TRADE,2025-12-13T00:11:41.860Z
SUI-USD,BUY,1.5640000000000000,31.0000000000000000,48.484000,0.0109080000000000,TRADE,2025-12-13T00:11:34.136Z
ZRO-USD,SELL,1.4706000000000000,34.0000000000000000,50.000400,0.0112500000000000,TRADE,2025-12-13T00:04:45.393Z
NEAR-USD,SELL,1.6396000000000000,30.0000000000000000,49.188000,0.0110670000000000,TRADE,2025-12-13T00:04:45.388Z
SUI-USD,SELL,1.5629000000000000,32.0000000000000000,50.012800,0.0112520000000000,TRADE,2025-12-13T00:04:45.380Z
ONDO-USD,SELL,0.4584000000000000,108.0000000000000000,49.507200,0.0111390000000000,TRADE,2025-12-13T00:04:44.627Z
ZRO-USD,BUY,1.4709000000000000,34.0000000000000000,50.010600,0.0112520000000000,TRADE,2025-12-13T00:04:31.619Z
NEAR-USD,BUY,1.6413000000000000,30.0000000000000000,49.239000,0.0110780000000000,TRADE,2025-12-13T00:04:15.035Z
SUI-USD,BUY,1.5607000000000000,32.0000000000000000,49.942400,0.0112370000000000,TRADE,2025-12-13T00:04:08.808Z
ONDO-USD,BUY,0.4586000000000000,108.0000000000000000,49.528800,0.0111430000000000,TRADE,2025-12-13T00:04:05.944Z
JUP-USD,SELL,0.2005000000000000,249.0000000000000000,49.924500,0.0112330000000000,TRADE,2025-12-12T23:41:29.623Z
ONDO-USD,SELL,0.4578000000000000,109.0000000000000000,49.900200,0.0112270000000000,TRADE,2025-12-12T23:41:29.622Z
ZRO-USD,SELL,1.4751000000000000,33.0000000000000000,48.678300,0.0109520000000000,TRADE,2025-12-12T23:41:28.849Z
ONDO-USD,BUY,0.4581000000000000,109.0000000000000000,49.932900,0.0112340000000000,TRADE,2025-12-12T23:41:19.865Z
JUP-USD,BUY,0.2007000000000000,249.0000000000000000,49.974300,0.0112440000000000,TRADE,2025-12-12T23:41:09.587Z
ZRO-USD,BUY,1.4811000000000000,33.0000000000000000,48.876300,0.0109970000000000,TRADE,2025-12-12T23:39:22.260Z
ZRO-USD,SELL,1.4688000000000000,34.0000000000000000,49.939200,0.0112360000000000,TRADE,2025-12-12T23:35:47.351Z
SUI-USD,SELL,1.5653000000000000,31.0000000000000000,48.524300,0.0109170000000000,TRADE,2025-12-12T23:35:47.255Z
ONDO-USD,SELL,0.4572000000000000,109.0000000000000000,49.834800,0.0112120000000000,TRADE,2025-12-12T23:35:47.253Z
EDEN-USD,SELL,0.0658300000000000,750.0000000000000000,49.372500,0.0111080000000000,TRADE,2025-12-12T23:35:47.237Z
SUI-USD,BUY,1.5655000000000000,31.0000000000000000,48.530500,0.0109190000000000,TRADE,2025-12-12T23:35:19.456Z
EDEN-USD,BUY,0.0660600000000000,750.0000000000000000,49.545000,0.0111470000000000,TRADE,2025-12-12T23:34:44.070Z
ONDO-USD,BUY,0.4575000000000000,109.0000000000000000,49.867500,0.0112200000000000,TRADE,2025-12-12T23:34:25.123Z
ZRO-USD,BUY,1.4721000000000000,34.0000000000000000,50.051400,0.0112610000000000,TRADE,2025-12-12T23:34:12.449Z
EDEN-USD,SELL,0.0661200000000000,750.0000000000000000,49.590000,0.0111570000000000,TRADE,2025-12-12T23:28:59.202Z
JUP-USD,SELL,0.2004000000000000,249.0000000000000000,49.899600,0.0112270000000000,TRADE,2025-12-12T23:28:59.200Z
SUI-USD,SELL,1.5651000000000000,31.0000000000000000,48.518100,0.0109160000000000,TRADE,2025-12-12T23:28:59.176Z
EDEN-USD,BUY,0.0661900000000000,750.0000000000000000,49.642500,0.0111690000000000,TRADE,2025-12-12T23:28:20.372Z
SUI-USD,BUY,1.5654000000000000,31.0000000000000000,48.527400,0.0109180000000000,TRADE,2025-12-12T23:28:19.957Z
JUP-USD,BUY,0.2007000000000000,249.0000000000000000,49.974300,0.0112440000000000,TRADE,2025-12-12T23:28:08.640Z
HYPE-USD,SELL,28.8360000000000000,1.7300000000000000,49.886280,0.0112240000000000,TRADE,2025-12-12T23:07:45.500Z
JUP-USD,SELL,0.2007000000000000,249.0000000000000000,49.974300,0.0112440000000000,TRADE,2025-12-12T23:07:45.478Z
ZRO-USD,SELL,1.4571000000000000,34.0000000000000000,49.541400,0.0111460000000000,TRADE,2025-12-12T23:07:45.477Z
ONDO-USD,SELL,0.4586000000000000,108.0000000000000000,49.528800,0.0111430000000000,TRADE,2025-12-12T23:07:45.472Z
JUP-USD,BUY,0.2011000000000000,249.0000000000000000,50.073900,0.0112660000000000,TRADE,2025-12-12T23:06:32.707Z
ONDO-USD,BUY,0.4591000000000000,108.0000000000000000,49.582800,0.0111560000000000,TRADE,2025-12-12T23:06:11.159Z
ZRO-USD,BUY,1.4562000000000000,34.0000000000000000,49.510800,0.0111390000000000,TRADE,2025-12-12T23:06:07.148Z
HYPE-USD,BUY,28.8780000000000000,1.7300000000000000,49.958940,0.0112400000000000,TRADE,2025-12-12T23:06:02.586Z
ZRO-USD,SELL,1.4559000000000000,34.0000000000000000,49.500600,0.0111370000000000,TRADE,2025-12-12T23:03:15.835Z
CRV-USD,SELL,0.3944300000000000,126.0000000000000000,49.698180,0.0111820000000000,TRADE,2025-12-12T23:03:15.830Z
EDEN-USD,SELL,0.0663100000000000,750.0000000000000000,49.732500,0.0111890000000000,TRADE,2025-12-12T23:03:15.810Z
SUI-USD,SELL,1.5680000000000000,31.0000000000000000,48.608000,0.0109360000000000,TRADE,2025-12-12T23:03:15.059Z
ONDO-USD,SELL,0.4587000000000000,108.0000000000000000,49.539600,0.0111460000000000,TRADE,2025-12-12T23:03:15.053Z
ZRO-USD,BUY,1.4564000000000000,34.0000000000000000,49.517600,0.0111410000000000,TRADE,2025-12-12T23:03:02.398Z
EDEN-USD,BUY,0.0664500000000000,750.0000000000000000,49.837500,0.0112130000000000,TRADE,2025-12-12T23:03:01.448Z
